cat,medcodeid,aurumterm,disease_num,score
Any malignancy,289171010,malignant neoplasm of endocervical canal,11,2
Any malignancy,289224011,malignant neoplasm of ectopic testis,11,2
Any malignancy,1770501000006111,"[m]basal cell carcinoma, micronodular",11,2
Any malignancy,728481000006119,malig neoplasm of connective and soft tissues of lumb spine,11,2
Any malignancy,305571000006117,[m]apocrine adenocarcinoma,11,2
Any malignancy,288797015,malignant neoplasm of supraglottis,11,2
Any malignancy,1235321016,[m]alveolar soft part sarcoma,11,2
Any malignancy,730021000006110,"malig neop auditory tube, middle ear, mastoid air cells nos",11,2
Any malignancy,155090017,malignant neoplasm of areola of male breast,11,2
Any malignancy,726351000006116,malignant neoplasm of commissure of lip,11,2
Any malignancy,826941000006117,"hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes",11,2
Any malignancy,289148013,malignant neoplasm of other site of female breast,11,2
Any malignancy,482731010,malignant neoplasm of temporal lobe,11,2
Any malignancy,289581017,reticulosarcoma of unspecified site,11,2
Any malignancy,292166019,[x]malignant neoplasm without specification of site,11,2
Any malignancy,536981000006110,carcinoma in situ other and unspecified female genital organ,11,2
Any malignancy,289820010,malignant lymphoma otherwise specified,11,2
Any malignancy,311481000006118,"[m]lymphomatous tumour, benign",11,2
Any malignancy,154864010,hodgkin's sarcoma of intrathoracic lymph nodes,11,2
Any malignancy,153300015,carcinoma in situ of rectum,11,2
Any malignancy,289875015,lymphatic leukaemia,11,2
Any malignancy,725241000006116,malignant neoplasm of hypopharynx,11,2
Any malignancy,289272012,malignant neoplasm of posterior wall of urinary bladder,11,2
Any malignancy,455405012,malignant neoplasm of skin of scapular region,11,2
Any malignancy,155458017,malignant neoplasm of perianal skin,11,2
Any malignancy,173946014,kaposi's sarcoma of palate,11,2
Any malignancy,155520018,malignant neoplasm of skin of back,11,2
Any malignancy,155521019,malignant neoplasm of skin of breast,11,2
Any malignancy,289270016,malignant neoplasm of lateral wall of urinary bladder,11,2
Any malignancy,450987014,myelosclerosis with myeloid metaplasia,11,2
Any malignancy,155545015,malignant neoplasm of skin of neck,11,2
Any malignancy,724051000006110,malignant neoplasm of myocardium,11,2
Any malignancy,289107010,"malignant neoplasm of skin of trunk, excluding scrotum, nos",11,2
Any malignancy,460265014,[v]personal history of malignant neoplasm of urinary organ,11,2
Any malignancy,289717011,nodular lymphoma of unspecified site,11,2
Any malignancy,304661000006114,"[m]adenocarcinoma, intestinal type",11,2
Any malignancy,720511000006113,malignant neoplasm skin of ear and external auricular canal,11,2
Any malignancy,457111019,malignant neoplasm of lower eyelid,11,2
Any malignancy,289095010,"malignant neoplasm of skin of trunk, excluding scrotum",11,2
Any malignancy,1227575015,[v]personal history of hodgkin's disease,11,2
Any malignancy,721091000006119,malignant neoplasm of sweat gland,11,2
Any malignancy,155269017,malignant neoplasm of glomus jugulare,11,2
Any malignancy,288485015,malignant neoplasm of faucial pillar,11,2
Any malignancy,215751000000116,basal cell carcinoma,11,2
Any malignancy,288474017,malignant neoplasm of mouth nos,11,2
Any malignancy,289056014,malignant melanoma of great toe,11,2
Any malignancy,289053018,malignant melanoma of heel,11,2
Any malignancy,289052011,malignant melanoma of ankle,11,2
Any malignancy,723111000006110,malignant neoplasm of scrotum,11,2
Any malignancy,153124018,carcinoma in situ of cardia of stomach,11,2
Any malignancy,729491000006110,malig neop of other and unspecified female genital organs,11,2
Any malignancy,289040016,malignant melanoma of upper arm,11,2
Any malignancy,289189011,malignant neoplasm of fundus of corpus uteri,11,2
Any malignancy,288393019,"malignant neoplasm of lip, oral aspect",11,2
Any malignancy,289208010,malignant neoplasm of vagina nos,11,2
Any malignancy,289147015,"malignant neoplasm, overlapping lesion of breast",11,2
Any malignancy,720011000006116,"malignant neoplasm-pluriglandular involvement,unspecified",11,2
Any malignancy,291894014,"[m]malignant lymphoma, convoluted cell type nos",11,2
Any malignancy,291493013,[m]cystadenoma and carcinoma,11,2
Any malignancy,312161000006111,[m]medullary carcinoma with amyloid stroma,11,2
Any malignancy,289017015,malignant melanoma of chin,11,2
Any malignancy,406263015,malignant neoplasm of genitourinary organ,11,2
Any malignancy,289009011,malignant melanoma of lip,11,2
Any malignancy,291482011,[m]apocrine adenoma and adenocarcinomas,11,2
Any malignancy,309511000006111,[m]granular cell tumours and alveolar soft part sarcoma,11,2
Any malignancy,153151015,carcinoma in situ of epiglottis,11,2
Any malignancy,292182018,[x]other specified leukaemias,11,2
Any malignancy,721701000006112,malignant neoplasm of spermatic cord,11,2
Any malignancy,155550014,malignant neoplasm of skin of shoulder,11,2
Any malignancy,288995019,malignant neoplasm of connective and soft tissue of pelvis,11,2
Any malignancy,291440012,[m]oxyphilic adenomas and adenocarcinomas,11,2
Any malignancy,289150017,malignant neoplasm of other site of female breast nos,11,2
Any malignancy,288799017,malignant neoplasm of arytenoid cartilage,11,2
Any malignancy,1210642019,malignant neoplasm of female breast,11,2
Any malignancy,1227553017,[v]personal history of malignant neoplasm of stomach,11,2
Any malignancy,730241000006113,malig neop connective and soft tissue hip and leg nos,11,2
Any malignancy,730041000006115,malig neop pituitary gland or craniopharyngeal duct nos,11,2
Any malignancy,288980016,malignant neoplasm of connective and soft tissue of toe,11,2
Any malignancy,291510012,"[m]papillary cystadenocarcinoma, nos",11,2
Any malignancy,730251000006110,malig neop connective and soft tissue of popliteal space,11,2
Any malignancy,288821018,"malignant neoplasm of upper lobe, bronchus or lung nos",11,2
Any malignancy,288975013,malignant neoplasm of connective and soft tissue of hip,11,2
Any malignancy,396471000006112,"[x]malignant neoplasm/bone+articular cartilage, unspecified",11,2
Any malignancy,304681000006116,[m]adenocarcinomas,11,2
Any malignancy,289967013,chronic leukaemia nos,11,2
Any malignancy,552661000006114,choriocarcinoma,11,2
Any malignancy,153337014,carcinoma in situ of skin of hip,11,2
Any malignancy,1221504012,[m]carcinoma in pleomorphic adenoma,11,2
Any malignancy,154081017,letterer-siwe disease of intrapelvic lymph nodes,11,2
Any malignancy,288951013,malignant neoplasm of fifth metatarsal bone,11,2
Any malignancy,288439018,malignant neoplasm of other sites of gum,11,2
Any malignancy,289754019,malignant histiocytosis nos,11,2
Any malignancy,291446018,[m]renal adenoma or carcinoma nos,11,2
Any malignancy,288946019,malignant neoplasm of navicular,11,2
Any malignancy,543111000006111,cerebral tumour - malignant,11,2
Any malignancy,155604019,malignant neoplasm of talus,11,2
Any malignancy,289618014,hodgkin's paragranuloma of intrathoracic lymph nodes,11,2
Any malignancy,305861000006114,[m]basophil carcinoma,11,2
Any malignancy,153140015,carcinoma in situ of cystic duct,11,2
Any malignancy,289217010,malignant neoplasm of other specified female genital organ,11,2
Any malignancy,304621000006115,[m]adenocarcinoma with apocrine metaplasia,11,2
Any malignancy,305231000006118,[m]amelanotic melanoma,11,2
Any malignancy,155479017,malignant neoplasm of pubis,11,2
Any malignancy,289097019,"malignant neoplasm of skin of chest, excluding breast",11,2
Any malignancy,288923016,malignant neoplasm of hand bones nos,11,2
Any malignancy,725271000006112,malignant neoplasm of ileum,11,2
Any malignancy,1229572014,"[m]malignant melanoma, regressing",11,2
Any malignancy,288510016,malignant neoplasm of junctional region of epiglottis,11,2
Any malignancy,289317013,malignant neoplasm of connective tissue of orbit,11,2
Any malignancy,289276010,malignant neoplasm of ureteric orifice,11,2
Any malignancy,289431012,"malignant neoplasm of head, neck and face nos",11,2
Any malignancy,317901000006110,"[m]tumour cells, malignant",11,2
Any malignancy,288911010,malignant neoplasm of carpal bone - triquetrum,11,2
Any malignancy,380146015,malignant neoplasm of metacarpal bones,11,2
Any malignancy,316971000006119,"[m]squamous cell carcinoma, spindle cell type",11,2
Any malignancy,403697014,malignant neoplasm of hand bones,11,2
Any malignancy,721421000006112,malignant neoplasm of transverse colon,11,2
Any malignancy,1235762013,carcinoma in situ of skin of forehead skin,11,2
Any malignancy,1231004013,[m]adenocarcinoma in situ in tubulovillous adenoma,11,2
Any malignancy,288898016,malignant neoplasm of scapula and long bones of upper arm,11,2
Any malignancy,290750015,carcinoma in situ of colon nos,11,2
Any malignancy,1228553019,malignant neoplasm of ethmoid sinus,11,2
Any malignancy,153348019,carcinoma in situ of skin of shoulder,11,2
Any malignancy,288568015,malignant neoplasm of posterior pharynx,11,2
Any malignancy,155368011,malignant neoplasm of mandible,11,2
Any malignancy,291618010,[m]soft tissue tumours and sarcomas nos,11,2
Any malignancy,454085011,malignant melanoma of back,11,2
Any malignancy,721991000006115,malignant neoplasm of sigmoid colon,11,2
Any malignancy,155402013,malignant neoplasm of nasal bone,11,2
Any malignancy,1227559018,[v]personal history of malignant neoplasm of bronchus,11,2
Any malignancy,288869015,malignant neoplasm of bones of skull and face,11,2
Any malignancy,153422014,carcinoma in situ of vulva,11,2
Any malignancy,288815017,malignant neoplasm of main bronchus nos,11,2
Any malignancy,289178016,malignant neoplasm of other site of cervix,11,2
Any malignancy,289043019,malignant melanoma of finger,11,2
Any malignancy,291779017,[m]osteoma or osteosarcoma nos,11,2
Any malignancy,288952018,malignant neoplasm of phalanges of foot,11,2
Any malignancy,288414010,malignant neoplasm of anterior 2/3 of tongue dorsal surface,11,2
Any malignancy,724671000006113,"malignant neoplasm of mediastinum, part unspecified",11,2
Any malignancy,288841011,"malignant neoplasm of thymus, heart and mediastinum",11,2
Any malignancy,289329016,malignant neoplasm of other specified site of eye,11,2
Any malignancy,312741000006111,[m]miscellaneous reticuloendothelial neoplasms,11,2
Any malignancy,289257013,malignant neoplasm of tunica vaginalis,11,2
Any malignancy,536991000006113,carcinoma in situ other and unspecified male genital organs,11,2
Any malignancy,290773011,carcinoma in situ of other and unspecified digestive organs,11,2
Any malignancy,288832018,malignant neoplasm of other sites of bronchus or lung,11,2
Any malignancy,826461000006111,hodgkin's lymphocytic depletion intra-abdominal lymph nodes,11,2
Any malignancy,310661000006117,[m]islet cell carcinoma,11,2
Any malignancy,288824014,malignant neoplasm of middle lobe of lung,11,2
Any malignancy,1815221000006115,cutaneous follicle centre lymphoma,11,2
Any malignancy,288967019,malignant neoplasm of connective and soft tissue of shoulder,11,2
Any malignancy,291607010,[m]spindle cell melanoma nos,11,2
Any malignancy,403688010,"malignant neoplasm of upper lobe, bronchus or lung",11,2
Any malignancy,289680014,hodgkin's lymphocytic depletion of unspecified site,11,2
Any malignancy,155287019,malignant neoplasm of hilus of lung,11,2
Any malignancy,288810010,malignant neoplasm of mucosa of trachea,11,2
Any malignancy,345781000006116,[v]personal history other lymphatic/haematopoietic neoplasm,11,2
Any malignancy,304641000006110,[m]adenocarcinoma with spindle cell metaplasia,11,2
Any malignancy,1815451000006113,nonfollicular lymphoma,11,2
Any malignancy,313031000006112,[m]mucin-producing adenocarcinoma,11,2
Any malignancy,288803016,malignant neoplasm of laryngeal cartilage nos,11,2
Any malignancy,289959017,other and unspecified leukaemia nos,11,2
Any malignancy,316181000006119,[m]schneiderian carcinoma,11,2
Any malignancy,724761000006110,malignant neoplasm of laryngeal cartilage,11,2
Any malignancy,288826011,"malignant neoplasm of lower lobe, bronchus or lung",11,2
Any malignancy,153231012,carcinoma in situ of liver,11,2
Any malignancy,155211011,malignant neoplasm of dorsal surface of tongue,11,2
Any malignancy,289207017,malignant neoplasm of vaginal vault,11,2
Any malignancy,1222660012,[m]osteosarcoma nos,11,2
Any malignancy,724641000006117,malignant neoplasm of maxillary sinus,11,2
Any malignancy,153089011,carcinoma in situ of anal canal,11,2
Any malignancy,380211016,carcinoma of other and unspecified sites,11,2
Any malignancy,730011000006119,"malig neop auditory tube, middle ear and mastoid air cells",11,2
Any malignancy,535731000006116,carcinoma in situ of gums,11,2
Any malignancy,826691000006117,hodgkin's paragranuloma lymph nodes inguinal region and leg,11,2
Any malignancy,729321000006119,"malig neop nasal cavities, middle ear and accessory sinuses",11,2
Any malignancy,406265010,malignant neoplasm of other and unspecified sites,11,2
Any malignancy,290753018,carcinoma in situ of anus nos,11,2
Any malignancy,289710013,hodgkin's disease nos of spleen,11,2
Any malignancy,153156013,carcinoma in situ of eustachian tube,11,2
Any malignancy,289608016,burkitt's lymphoma of intrapelvic lymph nodes,11,2
Any malignancy,826921000006112,"hodgkin's, lymphocytic-histiocytic pred intra-abdominal node",11,2
Any malignancy,290839014,carcinoma in situ of skin of lower arm,11,2
Any malignancy,482537012,malignant neoplasm of mesentery,11,2
Any malignancy,288754013,malignant neoplasm of the pouch of douglas,11,2
Any malignancy,155452016,malignant neoplasm of pelvic peritoneum,11,2
Any malignancy,826491000006115,hodgkin's lymphocytic depletion lymph nodes multiple sites,11,2
Any malignancy,288751017,malignant neoplasm of mesorectum,11,2
Any malignancy,288749016,malignant neoplasm of mesocaecum,11,2
Any malignancy,288748012,malignant neoplasm of mesocolon,11,2
Any malignancy,289143016,malignant neoplasm of lower-inner quadrant of female breast,11,2
Any malignancy,313221000006117,[m]multicentric basal cell carcinoma,11,2
Any malignancy,292135013,[x]malignant neoplasm overlapping lesion of skin,11,2
Any malignancy,215889013,[m]dermatofibrosarcoma nos,11,2
Any malignancy,153162015,carcinoma in situ of fallopian tube,11,2
Any malignancy,1211679013,reticulosarcoma,11,2
Any malignancy,157072019,mycosis fungoides of intrapelvic lymph nodes,11,2
Any malignancy,289349013,malignant neoplasm of temporal lobe nos,11,2
Any malignancy,289881011,other lymphoid leukaemia,11,2
Any malignancy,289632011,hodgkin's granuloma of intra-abdominal lymph nodes,11,2
Any malignancy,289948014,thrombocytic leukaemia,11,2
Any malignancy,288450015,malignant neoplasm of other and unspecified parts of mouth,11,2
Any malignancy,290752011,carcinoma in situ of rectum or rectosigmoid junction nos,11,2
Any malignancy,292111015,[x]malignant neoplasm of bone and articular cartilage,11,2
Any malignancy,403700013,other malignant neoplasm of skin,11,2
Any malignancy,1815391000006112,subcutaneous panniculitic t-cell lymphoma,11,2
Any malignancy,288707014,malignant neoplasm of hepatic duct,11,2
Any malignancy,289441010,malignant neoplasm of abdomen,11,2
Any malignancy,292127010,[x]kaposi's sarcoma of multiple organs,11,2
Any malignancy,288947011,malignant neoplasm of first metatarsal bone,11,2
